block	trial	preBeepTime	responseTime	computerRT	computerRespCondition	judgementMapping	participantResponse	participantJudgement	guessTime	preFeedbackTime	fbCondition	totalPoints	thisTrialMargin
3	1	0.41364	2.34	n/a	n/a	n/a	n/a	n/a	n/a	0.40611	3	-1	0.1
3	2	0.5477300000000001	2.9504	n/a	n/a	n/a	n/a	n/a	n/a	0.49973	5	-2	0.11
3	3	0.58767	2.1432	n/a	n/a	n/a	n/a	n/a	n/a	0.44514	3	-3	0.12
3	4	0.52107	1.9924	n/a	n/a	n/a	n/a	n/a	n/a	0.45728	3	-4	0.13
3	5	0.48147	2.622	n/a	n/a	n/a	n/a	n/a	n/a	0.53068	4	-2	0.14
3	6	0.58495	1.9373	n/a	n/a	n/a	n/a	n/a	n/a	0.56728	3	-3	0.13
3	7	0.43367	2.0089	n/a	n/a	n/a	n/a	n/a	n/a	0.42286	3	-4	0.14
3	8	0.4142	2.3186	n/a	n/a	n/a	n/a	n/a	n/a	0.41005	3	-5	0.15
3	9	0.52591	2.6033	n/a	n/a	n/a	n/a	n/a	n/a	0.50845	4	-3	0.16
3	10	0.43632	2.5474	n/a	n/a	n/a	n/a	n/a	n/a	0.46131	4	-1	0.15
4	1	0.47442	n/a	1	4	2	1	0	3.2449	0.48707	2	1	n/a
4	2	0.51529	n/a	0.64	2	2	1	0	2.9964	0.43161	2	3	n/a
4	3	0.50415	n/a	1.25	5	2	1	0	2.6462	0.43248	2	5	n/a
4	4	0.4863	n/a	1.25	5	2	1	0	2.6942	0.55757	2	7	n/a
4	5	0.44415	n/a	0.8	3	2	2	1	2.0147	0.55659	2	9	n/a
4	6	0.51212	n/a	0.8	3	1	1	1	2.6494	0.42363	2	11	n/a
4	7	0.54255	n/a	0.64	2	1	2	0	1.9214	0.44291	2	13	n/a
4	8	0.43694	n/a	0.512	1	1	2	0	1.8257	0.52741	2	15	n/a
4	9	0.51271	n/a	0.512	1	1	2	0	1.5781	0.44764	2	17	n/a
4	10	0.44832	n/a	1	4	1	2	0	2.3125	0.47419	2	19	n/a
5	1	0.44711	n/a	1.32	2	2	2	1	2.8172	0.48138	1	18	n/a
5	2	0.5389699999999999	n/a	2.5781	5	1	2	0	6.3642	0.57395	2	20	n/a
5	3	0.46452	n/a	1.056	1	1	2	0	2.6269	0.48622	2	22	n/a
5	4	0.42897	n/a	2.0625	4	1	1	1	3.2448	0.5329199999999999	1	21	n/a
5	5	0.52613	n/a	2.0625	4	1	1	1	3.3347	0.5731000000000001	1	20	n/a
5	6	0.47686	n/a	1.056	1	1	2	0	2.228	0.45851	2	22	n/a
5	7	0.56093	n/a	1.65	3	2	2	1	3.1228	0.44123	2	24	n/a
5	8	0.49045	n/a	1.32	2	2	1	0	2.2592	0.47691	2	26	n/a
5	9	0.44119	n/a	2.5781	5	2	2	1	4.233	0.41411	1	25	n/a
5	10	0.57395	n/a	1.65	3	1	1	1	2.9347	0.47588	2	27	n/a
3	1	0.43557	1.9571	n/a	n/a	n/a	n/a	n/a	n/a	0.42212	3	26	0.14
3	2	0.55816	2.5991	n/a	n/a	n/a	n/a	n/a	n/a	0.55943	4	28	0.15
3	3	0.46526	2.8322	n/a	n/a	n/a	n/a	n/a	n/a	0.54679	5	27	0.14
3	4	0.48463	1.7613	n/a	n/a	n/a	n/a	n/a	n/a	0.48699	3	26	0.15
3	5	0.53648	1.6945	n/a	n/a	n/a	n/a	n/a	n/a	0.40183	3	25	0.16
3	6	0.4148	1.6922	n/a	n/a	n/a	n/a	n/a	n/a	0.52212	3	24	0.17
3	7	0.45712	1.7124	n/a	n/a	n/a	n/a	n/a	n/a	0.53909	3	23	0.18
3	8	0.43308	2.1864	n/a	n/a	n/a	n/a	n/a	n/a	0.42321	3	22	0.19
3	9	0.46886	2.5733	n/a	n/a	n/a	n/a	n/a	n/a	0.42044	4	24	0.2
3	10	0.57462	2.4618	n/a	n/a	n/a	n/a	n/a	n/a	0.49438	4	26	0.19
4	1	0.59288	n/a	1.25	5	2	1	0	4.1687	0.49311	2	28	n/a
4	2	0.4969	n/a	1	4	1	2	0	2.9457	0.5764	2	30	n/a
4	3	0.56945	n/a	1.25	5	1	2	0	2.5431	0.5536	2	32	n/a
4	4	0.50395	n/a	0.512	1	2	1	0	1.7916	0.40866	2	34	n/a
4	5	0.56629	n/a	0.64	2	2	1	0	2.0071	0.53906	2	36	n/a
4	6	0.50145	n/a	0.8	3	2	2	1	2.4603	0.53162	2	38	n/a
4	7	0.40965	n/a	0.64	2	2	1	0	1.6244	0.57041	2	40	n/a
4	8	0.5184	n/a	0.8	3	2	2	1	2.174	0.41634	2	42	n/a
4	9	0.59905	n/a	0.512	1	2	1	0	1.2821	0.54574	2	44	n/a
4	10	0.55461	n/a	1	4	2	1	0	2.7965	0.55039	2	46	n/a
6	1	0.47545	n/a	3.125	4	1	2	0	5.3977	0.43309	2	48	n/a
6	2	0.48583	n/a	2	2	2	2	1	3.2815	0.57274	1	47	n/a
6	3	0.50027	n/a	3.9063	5	2	1	0	5.2817	0.50503	2	49	n/a
6	4	0.43574	n/a	1.6	1	2	1	0	3.6371	0.50531	2	51	n/a
6	5	0.56836	n/a	3.125	4	2	2	1	4.3289	0.59121	1	50	n/a
6	6	0.52202	n/a	3.9063	5	2	1	0	4.8956	0.45416	2	52	n/a
6	7	0.53465	n/a	2	2	2	2	1	2.9676	0.44496	1	51	n/a
6	8	0.40587	n/a	2.5	3	1	1	1	4.6392	0.4479	2	53	n/a
6	9	0.52664	n/a	1.6	1	2	1	0	3.7747	0.41686	2	55	n/a
6	10	0.48439	n/a	2.5	3	1	1	1	3.772	0.5551700000000001	2	57	n/a
2	1	0.5044999999999999	1.4277	n/a	n/a	n/a	n/a	n/a	n/a	0.43277	3	56	0.1
2	2	0.54644	1.5019	n/a	n/a	n/a	n/a	n/a	n/a	0.41974	3	55	0.11
2	3	0.51281	1.6814	n/a	n/a	n/a	n/a	n/a	n/a	0.48459	4	57	0.12
2	4	0.51663	1.8481	n/a	n/a	n/a	n/a	n/a	n/a	0.55211	5	56	0.11
2	5	0.46431	1.723	n/a	n/a	n/a	n/a	n/a	n/a	0.50925	4	58	0.12
2	6	0.52289	2.1948	n/a	n/a	n/a	n/a	n/a	n/a	0.48228	5	57	0.11
2	7	0.48519	2.1789	n/a	n/a	n/a	n/a	n/a	n/a	0.55591	5	56	0.12
2	8	0.46847	1.972	n/a	n/a	n/a	n/a	n/a	n/a	0.50584	5	55	0.13
2	9	0.40842	1.7368	n/a	n/a	n/a	n/a	n/a	n/a	0.5933	4	57	0.14
2	10	0.49317	1.6363	n/a	n/a	n/a	n/a	n/a	n/a	0.45137	4	59	0.13
1	1	0.5978599999999999	0.61067	n/a	n/a	n/a	n/a	n/a	n/a	0.5408500000000001	3	58	0.1
1	2	0.59848	0.78012	n/a	n/a	n/a	n/a	n/a	n/a	0.58699	4	60	0.11
1	3	0.5684	0.78254	n/a	n/a	n/a	n/a	n/a	n/a	0.48467	4	62	0.1
1	4	0.50705	0.91819	n/a	n/a	n/a	n/a	n/a	n/a	0.51446	5	61	0.09
1	5	0.55911	0.87474	n/a	n/a	n/a	n/a	n/a	n/a	0.42507	4	63	0.1
1	6	0.55833	0.92524	n/a	n/a	n/a	n/a	n/a	n/a	0.48463	5	62	0.09
1	7	0.50042	0.8398600000000001	n/a	n/a	n/a	n/a	n/a	n/a	0.5114	4	64	0.1
1	8	0.53456	0.8557900000000001	n/a	n/a	n/a	n/a	n/a	n/a	0.53518	4	66	0.09
1	9	0.58368	0.9272	n/a	n/a	n/a	n/a	n/a	n/a	0.48784	5	65	0.08
1	10	0.57443	0.76244	n/a	n/a	n/a	n/a	n/a	n/a	0.45818	4	67	0.09
5	1	0.53877	n/a	2.5781	5	1	2	0	3.9117	0.41018	2	69	n/a
5	2	0.54492	n/a	2.5781	5	1	1	1	4.2487	0.40281	1	68	n/a
5	3	0.5849	n/a	2.0625	4	1	1	1	3.0849	0.46895	1	67	n/a
5	4	0.5758	n/a	1.32	2	1	2	0	2.2603	0.45606	2	69	n/a
5	5	0.4991	n/a	2.0625	4	1	1	1	3.2879	0.5305800000000001	1	68	n/a
5	6	0.47159	n/a	1.65	3	2	1	0	2.7571	0.56751	1	67	n/a
5	7	0.52641	n/a	1.65	3	2	1	0	2.9128	0.41922	1	66	n/a
5	8	0.57748	n/a	1.056	1	2	1	0	1.9083	0.54984	2	68	n/a
5	9	0.45413	n/a	1.056	1	2	1	0	2.0181	0.57156	2	70	n/a
5	10	0.51334	n/a	1.32	2	2	1	0	2.5934	0.53066	2	72	n/a
4	1	0.53801	n/a	0.8	3	2	2	1	2.1875	0.56297	2	74	n/a
4	2	0.47656	n/a	0.512	1	2	1	0	1.4339	0.5882500000000001	2	76	n/a
4	3	0.56523	n/a	1	4	1	1	1	1.7995	0.43042	1	75	n/a
4	4	0.45024	n/a	1	4	2	2	1	3.2224	0.48853	1	74	n/a
4	5	0.53829	n/a	0.64	2	1	2	0	1.9772	0.44206	2	76	n/a
4	6	0.52764	n/a	0.512	1	1	2	0	1.4961	0.484	2	78	n/a
4	7	0.50258	n/a	0.8	3	1	1	1	4.1916	0.48576	2	80	n/a
4	8	0.5966399999999999	n/a	1.25	5	2	2	1	2.1602	0.59014	1	79	n/a
4	9	0.48182	n/a	0.64	2	1	2	0	2.2238	0.43336	2	81	n/a
4	10	0.40957	n/a	1.25	5	2	2	1	5.2159	0.55357	1	80	n/a
4	1	0.43459	n/a	0.512	1	1	2	0	1.4705	0.45006	2	82	n/a
4	2	0.44508	n/a	0.64	2	1	1	1	1.6646	0.40025	1	81	n/a
4	3	0.47023	n/a	0.64	2	1	1	1	1.7075	0.58072	1	80	n/a
4	4	0.5762	n/a	0.8	3	1	1	1	1.9084	0.51508	2	82	n/a
4	5	0.5942499999999999	n/a	1.25	5	1	2	0	2.2218	0.40371	2	84	n/a
4	6	0.51134	n/a	1.25	5	2	1	0	2.8555	0.5839299999999999	2	86	n/a
4	7	0.48585	n/a	0.512	1	1	2	0	1.5818	0.56191	2	88	n/a
4	8	0.52237	n/a	0.8	3	2	2	1	4.2376	0.42203	2	90	n/a
4	9	0.50984	n/a	1	4	2	1	0	1.9439	0.44292	2	92	n/a
4	10	0.40025	n/a	1	4	1	1	1	3.2861	0.52445	1	91	n/a
6	1	0.5698299999999999	n/a	2	2	1	2	0	3.3665	0.40462	2	93	n/a
6	2	0.45628	n/a	1.6	1	1	2	0	2.5666	0.51469	2	95	n/a
6	3	0.43823	n/a	2.5	3	1	2	0	3.881	0.58639	1	94	n/a
6	4	0.47423	n/a	3.9063	5	2	1	0	5.1854	0.531	2	96	n/a
6	5	0.5553399999999999	n/a	3.125	4	1	1	1	4.4851	0.5305299999999999	1	95	n/a
6	6	0.44274	n/a	3.9063	5	1	1	1	5.0539	0.40678	1	94	n/a
6	7	0.59634	n/a	3.125	4	1	1	1	5.4652	0.5924700000000001	1	93	n/a
6	8	0.58073	n/a	1.6	1	2	1	0	2.8734	0.49442	2	95	n/a
6	9	0.57592	n/a	2.5	3	1	2	0	4.4291	0.48539	1	94	n/a
6	10	0.43192	n/a	2	2	2	1	0	3.1595	0.46801	2	96	n/a
1	1	0.42269	11.65	n/a	n/a	n/a	n/a	n/a	n/a	0.56581	5	95	0.08
1	2	0.43038	0.069496	n/a	n/a	n/a	n/a	n/a	n/a	0.54638	3	94	0.09
1	3	0.57791	0.46219	n/a	n/a	n/a	n/a	n/a	n/a	0.46818	3	93	0.1
1	4	0.40434	0.53184	n/a	n/a	n/a	n/a	n/a	n/a	0.42801	3	92	0.11
1	5	0.59884	0.56564	n/a	n/a	n/a	n/a	n/a	n/a	0.52273	3	91	0.12
1	6	0.42413	0.78272	n/a	n/a	n/a	n/a	n/a	n/a	0.4852	4	93	0.13
1	7	0.5829299999999999	0.8082	n/a	n/a	n/a	n/a	n/a	n/a	0.48165	4	95	0.12
1	8	0.4968	0.74676	n/a	n/a	n/a	n/a	n/a	n/a	0.4534	4	97	0.11
1	9	0.40906	0.82486	n/a	n/a	n/a	n/a	n/a	n/a	0.40212	4	99	0.1
1	10	0.44562	0.81638	n/a	n/a	n/a	n/a	n/a	n/a	0.42598	4	101	0.09
1	1	0.45121	0.5803700000000001	n/a	n/a	n/a	n/a	n/a	n/a	0.44024	3	100	0.08
1	2	0.58696	0.94431	n/a	n/a	n/a	n/a	n/a	n/a	0.55094	5	99	0.09
1	3	0.48434	0.81176	n/a	n/a	n/a	n/a	n/a	n/a	0.51731	4	101	0.1
1	4	0.57174	0.94251	n/a	n/a	n/a	n/a	n/a	n/a	0.50574	5	100	0.09
1	5	0.51466	0.74557	n/a	n/a	n/a	n/a	n/a	n/a	0.48164	4	102	0.1
1	6	0.48174	0.94487	n/a	n/a	n/a	n/a	n/a	n/a	0.52269	5	101	0.09
1	7	0.4623	0.84052	n/a	n/a	n/a	n/a	n/a	n/a	0.49445	4	103	0.1
1	8	0.42144	0.8657	n/a	n/a	n/a	n/a	n/a	n/a	0.58641	4	105	0.09
1	9	0.5536	0.7743	n/a	n/a	n/a	n/a	n/a	n/a	0.49152	4	107	0.08
1	10	0.42349	0.81275	n/a	n/a	n/a	n/a	n/a	n/a	0.43505	4	109	0.07000000000000001
4	1	0.5392	n/a	0.8	3	1	1	1	2.0355	0.45127	2	111	n/a
4	2	0.59815	n/a	1.25	5	2	1	0	2.5834	0.58607	2	113	n/a
4	3	0.47214	n/a	0.512	1	2	1	0	1.5414	0.56071	2	115	n/a
4	4	0.55323	n/a	0.64	2	2	1	0	1.7087	0.5421899999999999	2	117	n/a
4	5	0.49532	n/a	1	4	1	2	0	2.233	0.43978	2	119	n/a
4	6	0.4348	n/a	0.8	3	1	1	1	1.8699	0.46993	2	121	n/a
4	7	0.48872	n/a	0.512	1	1	2	0	1.5847	0.58018	2	123	n/a
4	8	0.57983	n/a	1	4	2	2	1	2.2616	0.40801	1	122	n/a
4	9	0.45613	n/a	1.25	5	1	2	0	4.3694	0.4085	2	124	n/a
4	10	0.55327	n/a	0.64	2	2	2	1	2.0269	0.58061	1	123	n/a
5	1	0.57974	n/a	1.65	3	1	1	1	2.812	0.55265	2	125	n/a
5	2	0.46903	n/a	2.5781	5	1	2	0	3.4892	0.5148200000000001	2	127	n/a
5	3	0.4906	n/a	1.056	1	1	2	0	2.1118	0.4468	2	129	n/a
5	4	0.43603	n/a	1.32	2	2	1	0	2.3751	0.5166500000000001	2	131	n/a
5	5	0.5041600000000001	n/a	1.65	3	2	1	0	3.0753	0.4728	1	130	n/a
5	6	0.58448	n/a	1.32	2	2	1	0	2.6914	0.5195	2	132	n/a
5	7	0.47685	n/a	2.0625	4	2	1	0	3.0258	0.44762	2	134	n/a
5	8	0.40723	n/a	2.5781	5	2	1	0	3.6436	0.50483	2	136	n/a
5	9	0.4875	n/a	2.0625	4	2	2	1	4.0558	0.57482	1	135	n/a
5	10	0.58318	n/a	1.056	1	1	2	0	2.5246	0.57145	2	137	n/a
5	1	0.59298	n/a	2.5781	5	2	1	0	5.6762	0.57029	2	139	n/a
5	2	0.50137	n/a	2.5781	5	2	1	0	3.6747	0.50241	2	141	n/a
5	3	0.51273	n/a	1.65	3	2	1	0	2.7942	0.44767	1	140	n/a
5	4	0.50171	n/a	1.056	1	1	2	0	2.3195	0.50817	2	142	n/a
5	5	0.45823	n/a	1.65	3	2	1	0	3.3237	0.57967	1	141	n/a
5	6	0.48076	n/a	1.056	1	1	2	0	2.0634	0.42842	2	143	n/a
5	7	0.52623	n/a	1.32	2	2	2	1	4.1541	0.43729	1	142	n/a
5	8	0.54035	n/a	2.0625	4	1	1	1	3.8943	0.55969	1	141	n/a
5	9	0.51633	n/a	1.32	2	2	1	0	4.6915	0.58582	2	143	n/a
5	10	0.55216	n/a	2.0625	4	1	2	0	3.346	0.58979	2	145	n/a
5	1	0.50737	n/a	1.056	1	1	2	0	2.0784	0.56495	2	147	n/a
5	2	0.51028	n/a	2.0625	4	2	1	0	3.2244	0.53887	2	149	n/a
5	3	0.504	n/a	1.65	3	1	1	1	3.5151	0.55926	2	151	n/a
5	4	0.48349	n/a	1.056	1	2	2	1	2.0536	0.43213	1	150	n/a
5	5	0.47575	n/a	1.65	3	2	1	0	7.0056	0.40742	1	149	n/a
5	6	0.46151	n/a	1.32	2	1	2	0	3.373	0.40317	2	151	n/a
5	7	0.46984	n/a	2.5781	5	1	2	0	3.6808	0.58534	2	153	n/a
5	8	0.5584	n/a	2.0625	4	1	2	0	3.713	0.56387	2	155	n/a
5	9	0.55664	n/a	2.5781	5	2	1	0	3.9357	0.48581	2	157	n/a
5	10	0.47992	n/a	1.32	2	1	1	1	4.1784	0.55341	1	156	n/a
6	1	0.41714	n/a	2.5	3	2	2	1	5.0697	0.51551	2	158	n/a
6	2	0.43642	n/a	2.5	3	1	1	1	3.8123	0.47307	2	160	n/a
6	3	0.43772	n/a	3.125	4	2	1	0	4.3983	0.55759	2	162	n/a
6	4	0.53737	n/a	3.9063	5	1	2	0	5.0688	0.47957	2	164	n/a
6	5	0.51823	n/a	1.6	1	2	1	0	2.7126	0.49267	2	166	n/a
6	6	0.50801	n/a	3.9063	5	1	2	0	5.0772	0.5638300000000001	2	168	n/a
6	7	0.46058	n/a	3.125	4	1	2	0	4.5315	0.41909	2	170	n/a
6	8	0.54129	n/a	2	2	2	1	0	3.1312	0.42849	2	172	n/a
6	9	0.49355	n/a	1.6	1	2	1	0	2.6574	0.42765	2	174	n/a
6	10	0.4866	n/a	2	2	1	2	0	3.4548	0.4339	2	176	n/a
3	1	0.59472	2.7145	n/a	n/a	n/a	n/a	n/a	n/a	0.54872	5	175	0.18
3	2	0.5551	2.1248	n/a	n/a	n/a	n/a	n/a	n/a	0.59582	3	174	0.19
3	3	0.59108	1.9815	n/a	n/a	n/a	n/a	n/a	n/a	0.59424	3	173	0.2
3	4	0.51763	2.3372	n/a	n/a	n/a	n/a	n/a	n/a	0.55685	4	175	0.21
3	5	0.55086	2.1624	n/a	n/a	n/a	n/a	n/a	n/a	0.43529	3	174	0.2
3	6	0.59535	2.2124	n/a	n/a	n/a	n/a	n/a	n/a	0.5097699999999999	3	173	0.21
3	7	0.47463	2.4274	n/a	n/a	n/a	n/a	n/a	n/a	0.52279	4	175	0.22
3	8	0.4253	2.563	n/a	n/a	n/a	n/a	n/a	n/a	0.52603	4	177	0.21
